"route_path","locale","paired_locale_route","baseline_status","historical_http_status","current_code_status","lifecycle","evidence_partition","route_source_provenance","implemented_in_current_code","current_known_http_state_from_accepted_evidence","page_category_type","content_source","current_content_state","appears_in_header_navigation","appears_in_footer","appears_in_sitemap","indexability_if_known","canonical_hreflang_issue_if_already_proven","duplicate_relationship_if_already_proven","important_existing_baseline_finding_ids","current_business_purpose","proposed_future_disposition","disposition_reason","confidence"
"/ar/technology","AR","/en/technology","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F34","Technology trust page","HIDE_CANDIDATE","Keep hidden until approved technology content exists","HIGH"
"/ar/terms","AR","/en/terms","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Legal","mixed","PLACEHOLDER","NO","YES","NO","Noindex; excluded from sitemap until legal review","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Terms-of-service surface","KEEP_AND_IMPROVE","Implemented boilerplate pending legal review","HIGH"
"/en","EN","/ar","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_KNOWN_FROM_REPOSITORY_EVIDENCE;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","200 for /en and /ar accepted in docs/deployment/production-deployment.md local production-build evidence","Home","mixed","PARTIAL","YES","NO","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F24,F26,F27,F28,F29,F30,F33","Primary company homepage and positioning surface","KEEP_AND_IMPROVE","Current public route; claims/content remain partly governed","HIGH"
"/en/about","EN","/ar/about","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","About","mixed","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F04,F24,F32,F33","Company/team overview","KEEP_AND_IMPROVE","Current route; team/company trust facts require approved details","HIGH"
"/en/accessibility","EN","/ar/accessibility","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F30,F32","Accessibility statement/trust page","HIDE_CANDIDATE","Keep hidden until accessibility/legal content is approved","HIGH"
"/en/case-studies","EN","/ar/case-studies","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Case Studies","API","PLACEHOLDER","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F07,F08,F09,F10,F24,F35","Proof/case-study hub","KEEP_AND_IMPROVE","Current route; accepted content inventory classifies migrated case studies as placeholder","HIGH"
"/en/case-studies/[slug]","EN","/ar/case-studies/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Case Study Detail","CMS","PLACEHOLDER","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F07,F08,F09,F10,F24,F35","Individual case-study proof page","KEEP_AND_IMPROVE","Template valid; proof records need real evidence and approval","HIGH"
"/en/contact","EN","/ar/contact","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Contact","mixed","PARTIAL","NO","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F16,F17,F18,F19,F20,F21,F22,F23","General contact/lead intake","KEEP_AND_IMPROVE","Current route; accepted findings note overlap and follow-up gaps","HIGH"
"/en/engineering-standards","EN","/ar/engineering-standards","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F33,F34","Engineering-standards trust page","HIDE_CANDIDATE","Keep hidden until approved standards content exists","HIGH"
"/en/estimate","EN","/ar/estimate","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Pricing","API","PARTIAL","NO","NO","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F15","Cost-estimator entry point","KEEP_AND_IMPROVE","Current estimator route; content depends on EstimatorVersion config","HIGH"
"/en/estimate/[uuid]","EN","/ar/estimate/[uuid]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Utility","API","UNKNOWN","NO","NO","NO","Noindex; excluded from sitemap by policy as per-user result page","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Per-user estimate result and optional follow-up lead capture","KEEP","Current utility/conversion detail route; intentionally never indexed","HIGH"
"/en/industries","EN","/ar/industries","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Industries","API","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F02,F24,F26","Industry hub","KEEP_AND_IMPROVE","Current route; industries need media/SEO/content review","HIGH"
"/en/industries/[slug]","EN","/ar/industries/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Industries","CMS","PARTIAL","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F02,F24,F26","Individual industry detail","KEEP_AND_IMPROVE","Implemented template; copy/media/SEO need review","HIGH"
"/en/insights","EN","/ar/insights","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Insights","API","EMPTY","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F03,F24,F26","Article/insights hub","KEEP_AND_IMPROVE","Current route; accepted content inventory says articles are missing","HIGH"
"/en/insights/[slug]","EN","/ar/insights/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Insights","CMS","EMPTY","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F03,F24,F26","Article detail","KEEP_AND_IMPROVE","Implemented detail template; no article content proven","HIGH"
"/en/preview/[token]","EN","/ar/preview/[token]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Utility","API","UNKNOWN","NO","NO","NO","Noindex/no-store secure preview by design","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Secure CMS preview by token","KEEP","Current utility route; token content cannot be inventoried","HIGH"
"/en/pricing","EN","/ar/pricing","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Pricing","API","PARTIAL","NO","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F15,F24,F34","Pricing and engagement-model discovery","KEEP_AND_IMPROVE","Current high-intent route; pricing approvals remain data-governed","HIGH"
"/en/privacy","EN","/ar/privacy","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Legal","mixed","PLACEHOLDER","NO","YES","NO","Noindex; excluded from sitemap until legal review","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Privacy-policy surface","KEEP_AND_IMPROVE","Implemented boilerplate pending legal review","HIGH"
"/en/process","EN","/ar/process","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F34","Delivery-process trust page","HIDE_CANDIDATE","Keep hidden until approved process content exists","HIGH"
"/en/responsible-ai","EN","/ar/responsible-ai","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F33","Responsible-AI disclosure/trust page","HIDE_CANDIDATE","Keep hidden until approved AI disclosure exists","HIGH"
"/en/search","EN","/ar/search","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Search","API","COMPLETE","YES","NO","NO","Noindex; excluded from sitemap by registry","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F25,F30","Site search utility","KEEP","Current utility route intentionally excluded from index and sitemap","HIGH"
"/en/security","EN","/ar/security","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F34","Security trust page","HIDE_CANDIDATE","Keep hidden until approved trust content exists","HIGH"
"/en/services","EN","/ar/services","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Service","API","MIXED_LANGUAGE","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F5,F6,F11,F12,F13,F14,F24,F26","Services/offering hub","KEEP_AND_IMPROVE","Current route; content inventory shows service copy/slugs need review","HIGH"
"/en/services/[slug]","EN","/ar/services/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Service Detail","CMS","MIXED_LANGUAGE","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F5,F6,F11,F12,F13,F14,F24,F26","Individual service detail","KEEP_AND_IMPROVE","Implemented content-gated template; records need approved copy and slug review","HIGH"
"/en/start-a-project","EN","/ar/start-a-project","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Start Project","mixed","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F16,F17,F18,F19,F20,F21,F22,F23","Primary project inquiry conversion path","KEEP_AND_IMPROVE","Current header CTA route; lead-flow copy improvements remain separate","HIGH"
"/en/systems","EN","/ar/systems","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Systems","API","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F01,F10,F24,F26","Systems/product portfolio hub","KEEP_AND_IMPROVE","Current route; production data remains unverified","HIGH"
"/en/systems/[slug]","EN","/ar/systems/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Systems","CMS","PARTIAL","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F01,F10,F24,F26","Individual system detail","KEEP_AND_IMPROVE","Implemented template; classification/content need review","HIGH"
"/en/team","EN","/ar/team","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Team","API","PARTIAL","NO","NO","NO","Noindex in current registry/page metadata","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F04,F32","Team listing/profile surface","HIDE_CANDIDATE","Technically ready but hidden until approved bios and consent exist","HIGH"
